,Date,Rating,Message,Author Reviews,Restaurant,sentiment,DayOfWeek
523,2024-05-14,5.0,"I had a lovely evening here! The food was lovely and was so comforting. The interior is cozy, but still spaced out enough that you're not distracted by other table's conversations. 
I think my favorite thing I tasted was a toss up between the smoked eggplant dip and the Smokey Mountain cocktail. Both just had such amazing depth. Honorable mention to that hummus. I have to find a way to recreate that flavor!

My only thought in improvement was very minor, and I feel like I'm splitting hairs with this one. The gazpacho, although delicious, I wished packed a bit more of that tart/sour cherry flavor advertised on the menu. The cherries in the dish were far sweeter than I expected, but it was such a tiny detail. 

I would recommend this place for anyone looking to see how flavorful vegetarian food can be. These folks did great!",8.0,Smyrna,0.9934,Tuesday
524,2024-05-14,5.0,This place is truly worth 5 stars. The food was divine and presented beautifully. Presentation was really out of this world. The drinks were unique and delicious. Service was excellent and thoughtful. The whole place was amazing!! Truly worth the 5 stars. If you haven't been you must go!!,2.0,Smyrna,0.9847,Tuesday
525,2024-11-06,5.0,"What a fantastic find. I was recently here for dinner and loved everything we ordered. We started with the bread, beet salad, and calamari. Beet salad was super tasty and it made me wonder how they managed to shred the beets like that. Interesting way to serve it. Fried Calamari was crispy, fresh and went well with the sauce. My main was the Lamb Burger, which comes with fries. Burger and fries were perfection. I love when the fries are super thin and crispy. Highly recommend all of these dishes. 
 
Service was fast and friendly. The server did a great job coming back to check on us and fill our waters. Street parking in the area, with more parking available in nearby lots. Can't wait to come back.",1268.0,Smyrna,0.9917,Wednesday
526,2024-09-07,5.0,"I had read good things about Smyrna and was curious to try it. Every dish was done uniquely and deliciously. My table shared a bunch of dishes, small and large and we were impressed with every one of them. The waitstaff and busser were very attentive and friendly. Harun was our server and was very helpful. Would recommend to anyone 10/10.",108.0,Smyrna,0.9679,Saturday
527,2024-11-07,5.0,"This was an incredible meal from beginning to end. The staff are so friendly and helpful without being pushy. They have creative and delicious cocktails. I got a Smokey Mountain which had smokey whiskey, amaro, and rosemary among other things. Delightful. We ended up sharing a goat cheese appetizer with perfect bread, lamb meatballs served with a dill yogurt sauce and incredible dumplings called manti. I had never had them before and would definitely get again. I love that the portions are perfectly sized. We didn't have leftovers and we didn't over eat too much. Dessert was a baklava cheesecake. Wow! One of the best meals I've had in a while.",38.0,Smyrna,0.9927,Thursday
528,2024-07-22,5.0,"Fantastic!!! Authentic!
Turkish delight to the max. We had the best experience!
Our server was so sweet, genuinely interested in making our visit pleasant, very attentive.
Exquisite flavors!!! We absolutely loved every dish and savored every bite!
If we lived in this city, it would be our regular spot. Highly recommend!",8.0,Smyrna,0.9848,Monday
529,2024-07-24,5.0,"One of my top two places to eat in CVille so far. Great food, service, and cocktails in a ""just right"" environment.",20.0,Smyrna,0.7334,Wednesday
530,2024-03-08,5.0,"We had a blast here! The server (a guy with glasses - can't remember his name ) totally matched our vibes and even engaged in a game of ""what vegetable could you eat the most of"" with us. Each dish packed a punch of flavor, nuance, and aesthetically pleasing - trust us, we tried a lot! Besides the obvious (dip trio, dumplings) the octopus is a MUST try. Mocktails and beverages all delivered. We were sat promptly at our reservation time. A gem!",117.0,Smyrna,0.8827,Friday
531,2024-08-18,5.0,Absolutely fantastic! The service from hostess to wait staff was top notch and the food was absolutely amazing.  We'll be back every time we visit the area.,10.0,Smyrna,0.8773,Sunday
532,2024-07-09,5.0,Wow. Everything we tried was beyond fantastic! Great service as well. Awards in their future.,2.0,Smyrna,0.9508,Tuesday
533,2024-09-09,5.0,"Wonderful experience. The service was fantastic and the food was even better! We shared the charred eggplant and each tried the manti dumplings and both were incredible. They also have a great cocktail list-- I was having trouble deciding what to try but went with the gimlet, which was excellent. Perfect spot for a special occasion!",49.0,Smyrna,0.9722,Monday
534,2024-09-09,5.0,"We've been here a few times, and I've loved all of the dishes I've had so far. For our first time here, our server was so helpful in guiding us on what to choose (for both food and mixed drinks). As a vegetarian, my favorite dishes are the manti dumplings and beet salad. The vegetable turlu is also delicious. I don't think you can go wrong with anything on their menu.

And definitely have a mixed drink or two. They are yummy.",20.0,Smyrna,0.951,Monday
535,2024-09-18,5.0,"One of the best meals in Charlottesville. From the bread to the seafood, the dumplings to the burger, everything is so incredibly good. Then add a great bar program and honestly, I can't wait to come back. This is a must eat place.",220.0,Smyrna,0.9379,Wednesday
536,2024-10-30,4.0,"Delicious food, a bit expensive.  Enjoyed the manti dish very much, it was a savory dish and the dumplings were well made.  Meze trio dips were also good (hummus, eggplant, and yogurt dips).  Shishito peppers were awesome.  

We didn't enjoy the dessert (lemon granita) though, would pass on that next time.",1104.0,Smyrna,0.9212,Wednesday
537,2024-11-24,3.0,"We were very excited to try this restaurant for the first time given the reviews.

My wife enjoyed her wine, while my Sazarac was good.

I had the manti which was a small dish for a main. The dumplings were tiny and there weren't many of them. The flavor was very good.

My wife had the halibut. It was a very small piece of fish and it tasted quite fishy. The bed of orzo was good, not great.

We enjoyed the fries and brussels sprouts.

The bread was the standout item in my opinion.

Service was friendly and timely.

The space was casual. Our table was close to the entrance and chilly.

Overall, the restaurant was a letdown for us, given the hype.",12.0,Smyrna,0.9545,Sunday
538,2024-10-12,5.0,Excellent food. Good service despite crowded Restaurant. Hard to book a table! Hope to eat there again.,7.0,Smyrna,0.8775,Saturday
539,2025-11-01,5.0,"Amazing blend of food and eclectic flavors . Fusion and beautiful display of food. Good portions . Pleasant and attentive staff. Squash soup was very curry flavored, calamari was to die for tender and just the right crust, many dumplings melted in your mouth .",47.0,Smyrna,0.8658,Saturday
540,,,,,Smyrna,0.0,
541,2018-07-29,5.0,"Came here for drinks and really enjoyed the cocktails and appetizers! Service was on point and the ambiance was perfect. The restaurant decor is beautiful and the lighting was perfect. Bar seats were large and comfortable, too! 

I got the Riviera cocktail- a Bombay gin, Pimm's cup, lavender lemonade, and cucumber slices mix. Absolutely loved it! It tasted so refreshing in the summer heat. The Paasionera was great too, though a little strong for my taste. 

The complimentary hummus and bread was delicious. The bread was soft and the hummus was mixed just right. The bruschetta was beautifully prepped and very satisfying as well! Each slice of French bread had two giant chunks of mozzarella and tons of prosciutto. The dish went perfectly with the cocktails. We ended with the side of fries and were stuffed! It was a giant bowl of garlic and parsley seasoned fries- loved every bite of it! 

I can't wait to come back and try some of their entrees. 

Dinner is amazing!! The gazpacho was perfect! So refreshing and so full of flavor, the richness of the tomatoes was heavenly. The salad was fresh and the dressing was not too heavy. The grilled salmon was perfect. Every bite was fresh and the balance between crispy and tender was just right. The drink menu is extensive and dinner came with complimentary chocolate chip sea salt cookies! I love Orzo!",510.0,Orzo,0.998,Sunday
